language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
en,VOCABULARY,tired,/taɪərd/,mệt,I am very tired today.,Hôm nay tôi rất mệt.,Health,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,hungry,/ˈhəŋɡri/,đói,I am very hungry.,Tôi rất đói.,Food,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,thirsty,/ˈθərsti/,khát,I am very thirsty.,Tôi rất khát.,Food,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,sick,/sɪk/,"ốm, bệnh",He is very sick.,Anh ấy bị ốm nặng.,Health,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,young,/jəŋ/,trẻ,It looks very young.,Nó trông rất trẻ.,Daily Life,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,rich,/rɪʧ/,giàu,This is very rich.,Cái này rất giàu.,Money,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,poor,/pur/,nghèo,This is very poor.,Cái này rất nghèo.,Money,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,cheap,/ʧip/,rẻ,This is very cheap.,Cái này rất rẻ.,Shopping,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,expensive,/ɪkˈspɛnsɪv/,đắt,It looks very expensive.,Nó trông rất đắt.,Shopping,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,warm,/wɔrm/,ấm,It looks very warm.,Nó trông rất ấm.,Weather,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,cool,/kul/,mát,This is very cool.,Cái này rất mát.,Weather,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,strong,/strɔŋ/,"khỏe, mạnh",This is very strong.,Cái này rất khỏe.,Health,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,weak,/wik/,yếu,This is very weak.,Cái này rất yếu.,Health,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,important,/ˌɪmˈpɔrtənt/,quan trọng,This is very important.,Cái này rất quan trọng.,Daily Life,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,same,/seɪm/,giống nhau,This is very same.,Cái này rất giống nhau.,Daily Life,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,different,/ˈdɪfərənt/,khác nhau,This is very different.,Cái này rất khác nhau.,Daily Life,,Beginner,Very High,adjective - common adjective
en,VOCABULARY,water,/ˈwɔtər/,nước,I think this water is good.,Tôi nghĩ nước này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,food,/fud/,thức ăn,This food is very important.,Thức ăn này rất quan trọng.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,rice,/raɪs/,"cơm, gạo",We talked about this rice.,Chúng tôi đã nói về cơm này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,bread,/brɛd/,bánh mì,I think this bread is good.,Tôi nghĩ bánh mì này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,milk,/mɪlk/,sữa,This milk is very important.,Sữa này rất quan trọng.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,tea,/ti/,trà,I think this tea is good.,Tôi nghĩ trà này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,coffee,/ˈkɔfi/,cà phê,This coffee is very important.,Cà phê này rất quan trọng.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,egg,/ɛɡ/,trứng,I think this egg is good.,Tôi nghĩ trứng này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,meat,/mit/,thịt,We talked about this meat.,Chúng tôi đã nói về thịt này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,fish,/fɪʃ/,cá,We talked about this fish.,Chúng tôi đã nói về cá này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,chicken,/ˈʧɪkən/,thịt gà,We talked about this chicken.,Chúng tôi đã nói về thịt gà này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,fruit,/frut/,trái cây,I think this fruit is good.,Tôi nghĩ trái cây này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,apple,/ˈæpəl/,quả táo,This apple is very important.,Quả táo này rất quan trọng.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,banana,/bəˈnænə/,quả chuối,We talked about this banana.,Chúng tôi đã nói về quả chuối này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,vegetable,/ˈvɛʤtəbəl/,rau,We talked about this vegetable.,Chúng tôi đã nói về rau này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,soup,/sup/,"súp, canh",I think this soup is good.,Tôi nghĩ súp này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,sugar,/ˈʃʊɡər/,đường,We talked about this sugar.,Chúng tôi đã nói về đường này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,salt,/sɔlt/,muối,We talked about this salt.,Chúng tôi đã nói về muối này.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,breakfast,/ˈbrɛkfəst/,bữa sáng,I think this breakfast is good.,Tôi nghĩ bữa sáng này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,lunch,/lənʧ/,bữa trưa,This lunch is very important.,Bữa trưa này rất quan trọng.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,dinner,/ˈdɪnər/,bữa tối,I think this dinner is good.,Tôi nghĩ bữa tối này tốt.,Food,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,house,/haʊs/,ngôi nhà,We talked about this house.,Chúng tôi đã nói về ngôi nhà này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,home,/hoʊm/,nhà,We talked about this home.,Chúng tôi đã nói về nhà này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,room,/rum/,căn phòng,This room is very important.,Căn phòng này rất quan trọng.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,door,/dɔr/,cửa,We talked about this door.,Chúng tôi đã nói về cửa này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,window,/ˈwɪndoʊ/,cửa sổ,We talked about this window.,Chúng tôi đã nói về cửa sổ này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,table,/ˈteɪbəl/,cái bàn,This table is very important.,Cái bàn này rất quan trọng.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,chair,/ʧɛr/,cái ghế,We talked about this chair.,Chúng tôi đã nói về cái ghế này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,bed,/bɛd/,cái giường,We talked about this bed.,Chúng tôi đã nói về cái giường này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,kitchen,/ˈkɪʧən/,nhà bếp,This kitchen is very important.,Nhà bếp này rất quan trọng.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,bathroom,/ˈbæθˌrum/,phòng tắm,This bathroom is very important.,Phòng tắm này rất quan trọng.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,floor,/flɔr/,"sàn nhà, tầng",We talked about this floor.,Chúng tôi đã nói về sàn nhà này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,wall,/wɔl/,bức tường,We talked about this wall.,Chúng tôi đã nói về bức tường này.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,light,/laɪt/,"đèn, ánh sáng",This light is very important.,Đèn này rất quan trọng.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,key,/ki/,chìa khóa,I think this key is good.,Tôi nghĩ chìa khóa này tốt.,Home,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,phone,/foʊn/,điện thoại,We talked about this phone.,Chúng tôi đã nói về điện thoại này.,Technology,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,computer,/kəmˈpjutər/,máy tính,This computer is very important.,Máy tính này rất quan trọng.,Technology,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,car,/kɑr/,xe hơi,I think this car is good.,Tôi nghĩ xe hơi này tốt.,Transportation,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,bus,/bəs/,xe buýt,We talked about this bus.,Chúng tôi đã nói về xe buýt này.,Transportation,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,train,/treɪn/,tàu hỏa,This train is very important.,Tàu hỏa này rất quan trọng.,Transportation,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,bike,/baɪk/,xe đạp,I think this bike is good.,Tôi nghĩ xe đạp này tốt.,Transportation,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,road,/roʊd/,con đường,This road is very important.,Con đường này rất quan trọng.,Transportation,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,street,/strit/,đường phố,I think this street is good.,Tôi nghĩ đường phố này tốt.,Transportation,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,city,/ˈsɪti/,thành phố,I think this city is good.,Tôi nghĩ thành phố này tốt.,Travel,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,town,/taʊn/,thị trấn,We talked about this town.,Chúng tôi đã nói về thị trấn này.,Travel,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,country,/ˈkəntri/,đất nước,I think this country is good.,Tôi nghĩ đất nước này tốt.,Travel,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,place,/pleɪs/,"nơi, chỗ",We talked about this place.,Chúng tôi đã nói về nơi này.,Travel,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,school,/skul/,trường học,I think this school is good.,Tôi nghĩ trường học này tốt.,Education,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,class,/klæs/,lớp học,I think this class is good.,Tôi nghĩ lớp học này tốt.,Education,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,student,/ˈstudənt/,học sinh,We talked about this student.,Chúng tôi đã nói về học sinh này.,Education,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,teacher,/ˈtiʧər/,giáo viên,I think this teacher is good.,Tôi nghĩ giáo viên này tốt.,Education,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,book,/bʊk/,quyển sách,I think this book is good.,Tôi nghĩ quyển sách này tốt.,Study,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,pen,/pɛn/,cây bút,I think this pen is good.,Tôi nghĩ cây bút này tốt.,Study,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,paper,/ˈpeɪpər/,giấy,We talked about this paper.,Chúng tôi đã nói về giấy này.,Study,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,word,/wərd/,từ,This word is very important.,Từ này rất quan trọng.,Communication,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,question,/kˈwɛʃən/,câu hỏi,I think this question is good.,Tôi nghĩ câu hỏi này tốt.,Communication,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,money,/ˈməni/,tiền,I think this money is good.,Tôi nghĩ tiền này tốt.,Money,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,price,/praɪs/,giá,This price is very important.,Giá này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,shop,/ʃɑp/,cửa hàng,This shop is very important.,Cửa hàng này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,store,/stɔr/,cửa hàng,We talked about this store.,Chúng tôi đã nói về cửa hàng này.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,market,/ˈmɑrkɪt/,chợ,I think this market is good.,Tôi nghĩ chợ này tốt.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,bag,/bæɡ/,cái túi,I think this bag is good.,Tôi nghĩ cái túi này tốt.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,clothes,/kloʊðz/,quần áo,We talked about this clothes.,Chúng tôi đã nói về quần áo này.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,shirt,/ʃərt/,áo sơ mi,This shirt is very important.,Áo sơ mi này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,shoe,/ʃu/,giày,This shoe is very important.,Giày này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,hat,/hæt/,cái mũ,I think this hat is good.,Tôi nghĩ cái mũ này tốt.,Shopping,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,job,/ʤɑb/,việc làm,I think this job is good.,Tôi nghĩ việc làm này tốt.,Work,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,office,/ˈɔfəs/,văn phòng,This office is very important.,Văn phòng này rất quan trọng.,Work,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,doctor,/ˈdɔktər/,bác sĩ,This doctor is very important.,Bác sĩ này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,hospital,/ˈhɑˌspɪtəl/,bệnh viện,I think this hospital is good.,Tôi nghĩ bệnh viện này tốt.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,medicine,/ˈmɛdəsən/,thuốc,I think this medicine is good.,Tôi nghĩ thuốc này tốt.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,body,/ˈbɑdi/,cơ thể,This body is very important.,Cơ thể này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,head,/hɛd/,cái đầu,We talked about this head.,Chúng tôi đã nói về cái đầu này.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,hand,/hænd/,bàn tay,This hand is very important.,Bàn tay này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,foot,/fʊt/,bàn chân,This foot is very important.,Bàn chân này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,eye,/aɪ/,mắt,I think this eye is good.,Tôi nghĩ mắt này tốt.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,ear,/ɪr/,tai,I think this ear is good.,Tôi nghĩ tai này tốt.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,mouth,/maʊθ/,miệng,We talked about this mouth.,Chúng tôi đã nói về miệng này.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,nose,/noʊz/,mũi,We talked about this nose.,Chúng tôi đã nói về mũi này.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,hair,/hɛr/,tóc,I think this hair is good.,Tôi nghĩ tóc này tốt.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,face,/feɪs/,khuôn mặt,This face is very important.,Khuôn mặt này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,time,/taɪm/,thời gian,We talked about this time.,Chúng tôi đã nói về thời gian này.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,day,/deɪ/,ngày,We talked about this day.,Chúng tôi đã nói về ngày này.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,night,/naɪt/,ban đêm,We talked about this night.,Chúng tôi đã nói về ban đêm này.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,morning,/ˈmɔrnɪŋ/,buổi sáng,I think this morning is good.,Tôi nghĩ buổi sáng này tốt.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,afternoon,/ˌæftərˈnun/,buổi chiều,I think this afternoon is good.,Tôi nghĩ buổi chiều này tốt.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,evening,/ˈivnɪŋ/,buổi tối,This evening is very important.,Buổi tối này rất quan trọng.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,week,/wik/,tuần,This week is very important.,Tuần này rất quan trọng.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,month,/mənθ/,tháng,We talked about this month.,Chúng tôi đã nói về tháng này.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,year,/jɪr/,năm,This year is very important.,Năm này rất quan trọng.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,hour,/aʊər/,"giờ, tiếng",I think this hour is good.,Tôi nghĩ giờ này tốt.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,minute,/ˈmɪnət/,phút,I think this minute is good.,Tôi nghĩ phút này tốt.,Time,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,today,/təˈdeɪ/,hôm nay,Today is a good day.,Hôm nay là một ngày đẹp.,Time,,Beginner,Very High,adverb - common adverb
en,VOCABULARY,tomorrow,/təˈmɑˌroʊ/,ngày mai,See you tomorrow.,Hẹn gặp ngày mai.,Time,,Beginner,Very High,adverb - common adverb
en,VOCABULARY,yesterday,/ˈjɛstərˌdeɪ/,hôm qua,I called you yesterday.,Hôm qua tôi đã gọi bạn.,Time,,Beginner,Very High,adverb - common adverb
en,VOCABULARY,now,/naʊ/,bây giờ,Let's start now.,Bắt đầu ngay bây giờ.,Time,,Beginner,Very High,adverb - common adverb
en,VOCABULARY,here,/hir/,ở đây,"Come here, please.",Hãy đến đây.,Daily Life,,Beginner,Very High,adverb - common adverb
en,VOCABULARY,there,/ðɛr/,ở đó,It is over there.,Nó ở đằng kia.,Daily Life,,Beginner,Very High,adverb - common adverb
en,VOCABULARY,rain,/reɪn/,mưa,We talked about this rain.,Chúng tôi đã nói về mưa này.,Weather,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,sun,/sən/,mặt trời,I think this sun is good.,Tôi nghĩ mặt trời này tốt.,Weather,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,wind,/wɪnd/,gió,This wind is very important.,Gió này rất quan trọng.,Weather,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,weather,/ˈwɛðər/,thời tiết,This weather is very important.,Thời tiết này rất quan trọng.,Weather,,Beginner,Very High,noun - everyday noun
en,VOCABULARY,dog,/dɔɡ/,con chó,I think this dog is good.,Tôi nghĩ con chó này tốt.,Daily Life,,Beginner,Very High,noun - everyday noun
