language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
zh,VOCABULARY,床,chuáng,giường,我们谈谈这个床吧。,Chúng ta nói về giường này nhé.,Home,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,房间,fángjiān,căn phòng,我们谈谈这个房间吧。,Chúng ta nói về căn phòng này nhé.,Home,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,房子,fángzi,ngôi nhà,这个房子很重要。,Ngôi nhà này rất quan trọng.,Home,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,衣服,yīfu,quần áo,这个衣服很重要。,Quần áo này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,鞋,xié,giày,这个鞋很重要。,Giày này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,商店,shāngdiàn,cửa hàng,这个商店很重要。,Cửa hàng này rất quan trọng.,Shopping,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,学校,xuéxiào,trường học,你喜欢这个学校吗？,Bạn thích trường học này không?,Education,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,医院,yīyuàn,bệnh viện,你喜欢这个医院吗？,Bạn thích bệnh viện này không?,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,公司,gōngsī,công ty,我们谈谈这个公司吧。,Chúng ta nói về công ty này nhé.,Work,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,饭店,fàndiàn,"nhà hàng, khách sạn",这个饭店很重要。,Nhà hàng này rất quan trọng.,Food,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,车,chē,xe,我们谈谈这个车吧。,Chúng ta nói về xe này nhé.,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,出租车,chūzūchē,xe taxi,我们谈谈这个出租车吧。,Chúng ta nói về xe taxi này nhé.,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,飞机,fēijī,máy bay,我们谈谈这个飞机吧。,Chúng ta nói về máy bay này nhé.,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,火车,huǒchē,tàu hỏa,这个火车很重要。,Tàu hỏa này rất quan trọng.,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,路,lù,đường,你喜欢这个路吗？,Bạn thích đường này không?,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,城市,chéngshì,thành phố,我们谈谈这个城市吧。,Chúng ta nói về thành phố này nhé.,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,国家,guójiā,quốc gia,你喜欢这个国家吗？,Bạn thích quốc gia này không?,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,中国,Zhōngguó,Trung Quốc,你喜欢这个中国吗？,Bạn thích Trung Quốc này không?,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,地方,dìfang,nơi chốn,你喜欢这个地方吗？,Bạn thích nơi chốn này không?,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,身体,shēntǐ,cơ thể,你喜欢这个身体吗？,Bạn thích cơ thể này không?,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,头,tóu,đầu,我们谈谈这个头吧。,Chúng ta nói về đầu này nhé.,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,手,shǒu,tay,你喜欢这个手吗？,Bạn thích tay này không?,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,脚,jiǎo,chân,这个脚很重要。,Chân này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,眼睛,yǎnjing,mắt,你喜欢这个眼睛吗？,Bạn thích mắt này không?,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,耳朵,ěrduo,tai,你喜欢这个耳朵吗？,Bạn thích tai này không?,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,嘴,zuǐ,miệng,我们谈谈这个嘴吧。,Chúng ta nói về miệng này nhé.,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,鼻子,bízi,mũi,你喜欢这个鼻子吗？,Bạn thích mũi này không?,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,脸,liǎn,khuôn mặt,这个脸很重要。,Khuôn mặt này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,药,yào,thuốc,这个药很重要。,Thuốc này rất quan trọng.,Health,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,天,tiān,"ngày, trời",你喜欢这个天吗？,Bạn thích ngày này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,今天,jīntiān,hôm nay,你喜欢这个今天吗？,Bạn thích hôm nay này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,明天,míngtiān,ngày mai,这个明天很重要。,Ngày mai này rất quan trọng.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,昨天,zuótiān,hôm qua,你喜欢这个昨天吗？,Bạn thích hôm qua này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,年,nián,năm,我们谈谈这个年吧。,Chúng ta nói về năm này nhé.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,月,yuè,tháng,我们谈谈这个月吧。,Chúng ta nói về tháng này nhé.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,日,rì,ngày,你喜欢这个日吗？,Bạn thích ngày này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,号,hào,"ngày, số",你喜欢这个号吗？,Bạn thích ngày này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,星期,xīngqī,tuần,我们谈谈这个星期吧。,Chúng ta nói về tuần này nhé.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,小时,xiǎoshí,"tiếng, giờ",你喜欢这个小时吗？,Bạn thích tiếng này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,分钟,fēnzhōng,phút,你喜欢这个分钟吗？,Bạn thích phút này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,时候,shíhou,"lúc, khi",你喜欢这个时候吗？,Bạn thích lúc này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,时间,shíjiān,thời gian,我们谈谈这个时间吧。,Chúng ta nói về thời gian này nhé.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,现在,xiànzài,bây giờ,我们谈谈这个现在吧。,Chúng ta nói về bây giờ này nhé.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,早上,zǎoshang,buổi sáng,我们谈谈这个早上吧。,Chúng ta nói về buổi sáng này nhé.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,中午,zhōngwǔ,buổi trưa,你喜欢这个中午吗？,Bạn thích buổi trưa này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,下午,xiàwǔ,buổi chiều,你喜欢这个下午吗？,Bạn thích buổi chiều này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,晚上,wǎnshang,buổi tối,这个晚上很重要。,Buổi tối này rất quan trọng.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,上午,shàngwǔ,buổi sáng (trước trưa),这个上午很重要。,Buổi sáng (trước trưa) này rất quan trọng.,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,点钟,diǎnzhōng,giờ (đồng hồ),你喜欢这个点钟吗？,Bạn thích giờ (đồng hồ) này không?,Time,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,分,fēn,"phút, xu",现在五点十分。,Bây giờ là năm giờ mười phút.,Time,,Beginner,Very High,measure word - measure word
zh,VOCABULARY,上,shàng,trên,这个上很重要。,Trên này rất quan trọng.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,下,xià,dưới,我们谈谈这个下吧。,Chúng ta nói về dưới này nhé.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,前,qián,trước,你喜欢这个前吗？,Bạn thích trước này không?,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,后,hòu,sau,我们谈谈这个后吧。,Chúng ta nói về sau này nhé.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,里,lǐ,trong,你喜欢这个里吗？,Bạn thích trong này không?,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,外,wài,ngoài,这个外很重要。,Ngoài này rất quan trọng.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,左,zuǒ,trái,你喜欢这个左吗？,Bạn thích trái này không?,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,右,yòu,phải,这个右很重要。,Phải này rất quan trọng.,Transportation,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,旁边,pángbiān,bên cạnh,这个旁边很重要。,Bên cạnh này rất quan trọng.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,中间,zhōngjiān,ở giữa,你喜欢这个中间吗？,Bạn thích ở giữa này không?,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,东,dōng,hướng đông,我们谈谈这个东吧。,Chúng ta nói về hướng đông này nhé.,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,西,xī,hướng tây,这个西很重要。,Hướng tây này rất quan trọng.,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,南,nán,hướng nam,这个南很重要。,Hướng nam này rất quan trọng.,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,北,běi,hướng bắc,你喜欢这个北吗？,Bạn thích hướng bắc này không?,Travel,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,天气,tiānqì,thời tiết,我们谈谈这个天气吧。,Chúng ta nói về thời tiết này nhé.,Weather,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,雨,yǔ,mưa,我们谈谈这个雨吧。,Chúng ta nói về mưa này nhé.,Weather,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,雪,xuě,tuyết,你喜欢这个雪吗？,Bạn thích tuyết này không?,Weather,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,风,fēng,gió,这个风很重要。,Gió này rất quan trọng.,Weather,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,太阳,tàiyáng,mặt trời,这个太阳很重要。,Mặt trời này rất quan trọng.,Weather,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,下雨,xiàyǔ,trời mưa,我想下雨。,Tôi muốn trời mưa.,Weather,,Beginner,Very High,verb - common verb
zh,VOCABULARY,颜色,yánsè,màu sắc,我们谈谈这个颜色吧。,Chúng ta nói về màu sắc này nhé.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,红,hóng,màu đỏ,这个非常红。,Cái này vô cùng màu đỏ.,Daily Life,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,白,bái,màu trắng,这个非常白。,Cái này vô cùng màu trắng.,Daily Life,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,黑,hēi,màu đen,这个非常黑。,Cái này vô cùng màu đen.,Daily Life,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,绿,lǜ,màu xanh lá,这个很绿。,Cái này rất màu xanh lá.,Daily Life,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,蓝,lán,màu xanh dương,这个很蓝。,Cái này rất màu xanh dương.,Daily Life,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,黄,huáng,màu vàng,这个很黄。,Cái này rất màu vàng.,Daily Life,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,狗,gǒu,con chó,我们谈谈这个狗吧。,Chúng ta nói về con chó này nhé.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,猫,māo,con mèo,这个猫很重要。,Con mèo này rất quan trọng.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,花,huā,hoa,你喜欢这个花吗？,Bạn thích hoa này không?,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,树,shù,cây,你喜欢这个树吗？,Bạn thích cây này không?,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,东西,dōngxi,đồ vật,你喜欢这个东西吗？,Bạn thích đồ vật này không?,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,事,shì,việc,我们谈谈这个事吧。,Chúng ta nói về việc này nhé.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,事情,shìqing,sự việc,这个事情很重要。,Sự việc này rất quan trọng.,Daily Life,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,问题,wèntí,"câu hỏi, vấn đề",你喜欢这个问题吗？,Bạn thích câu hỏi này không?,Problem Solving,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,办法,bànfǎ,"cách, biện pháp",我们谈谈这个办法吧。,Chúng ta nói về cách này nhé.,Problem Solving,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,生日,shēngrì,sinh nhật,你喜欢这个生日吗？,Bạn thích sinh nhật này không?,Social,,Beginner,Very High,noun - everyday noun
zh,VOCABULARY,早,zǎo,sớm,这个很早。,Cái này rất sớm.,Time,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,晚,wǎn,muộn,这个很晚。,Cái này rất muộn.,Time,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,开心,kāixīn,vui vẻ,我们很开心。,Chúng tôi rất vui.,Emotion,,Beginner,Very High,adjective - common adjective
zh,VOCABULARY,生气,shēngqì,tức giận,他很生气。,Anh ấy rất tức giận.,Emotion,,Beginner,Very High,verb - common verb
zh,VOCABULARY,回,huí,quay về,你回吗？,Bạn quay về không?,Daily Life,,Beginner,Very High,verb - common verb
zh,VOCABULARY,回家,huíjiā,về nhà,我想回家。,Tôi muốn về nhà.,Daily Life,,Beginner,Very High,verb - common verb
zh,VOCABULARY,进,jìn,vào,你进吗？,Bạn vào không?,Daily Life,,Beginner,Very High,verb - common verb
zh,VOCABULARY,出,chū,ra,你出吗？,Bạn ra không?,Daily Life,,Beginner,Very High,verb - common verb
zh,VOCABULARY,介绍,jièshào,giới thiệu,你介绍吗？,Bạn giới thiệu không?,Social,,Beginner,High,verb - common verb
zh,VOCABULARY,准备,zhǔnbèi,chuẩn bị,你准备吗？,Bạn chuẩn bị không?,Daily Life,,Beginner,High,verb - common verb
zh,VOCABULARY,完成,wánchéng,hoàn thành,你完成吗？,Bạn hoàn thành không?,Work,,Beginner,High,verb - common verb
zh,VOCABULARY,决定,juédìng,quyết định,我想决定。,Tôi muốn quyết định.,Problem Solving,,Beginner,High,verb - common verb
zh,VOCABULARY,希望,xīwàng,hy vọng,我们一起希望吧。,Chúng ta cùng hy vọng nhé.,Emotion,,Beginner,High,verb - common verb
zh,VOCABULARY,需要,xūyào,cần,你需要吗？,Bạn cần không?,Daily Life,,Beginner,High,verb - common verb
zh,VOCABULARY,必须,bìxū,phải,你必须休息。,Bạn phải nghỉ ngơi.,Daily Life,,Beginner,High,modal verb - modal verb
zh,VOCABULARY,离开,líkāi,rời đi,你离开吗？,Bạn rời đi không?,Daily Life,,Beginner,High,verb - common verb
zh,VOCABULARY,出发,chūfā,xuất phát,你出发吗？,Bạn xuất phát không?,Travel,,Beginner,High,verb - common verb
zh,VOCABULARY,到达,dàodá,đến nơi,我们一起到达吧。,Chúng ta cùng đến nơi nhé.,Travel,,Beginner,High,verb - common verb
zh,VOCABULARY,旅游,lǚyóu,du lịch,你旅游吗？,Bạn du lịch không?,Travel,,Beginner,High,verb - common verb
zh,VOCABULARY,旅行,lǚxíng,đi du lịch,你旅行吗？,Bạn đi du lịch không?,Travel,,Beginner,High,verb - common verb
zh,VOCABULARY,参加,cānjiā,tham gia,我想参加。,Tôi muốn tham gia.,Social,,Beginner,High,verb - common verb
zh,VOCABULARY,练习,liànxí,luyện tập,我想练习。,Tôi muốn luyện tập.,Study,,Beginner,High,verb - common verb
zh,VOCABULARY,复习,fùxí,ôn tập,我想复习。,Tôi muốn ôn tập.,Study,,Beginner,High,verb - common verb
zh,VOCABULARY,预习,yùxí,chuẩn bị bài,我们一起预习吧。,Chúng ta cùng chuẩn bị bài nhé.,Study,,Beginner,High,verb - common verb
zh,VOCABULARY,考试,kǎoshì,thi,我们一起考试吧。,Chúng ta cùng thi nhé.,Education,,Beginner,High,verb - common verb
zh,VOCABULARY,比较,bǐjiào,so sánh,你比较吗？,Bạn so sánh không?,Daily Life,,Beginner,High,verb - common verb
zh,VOCABULARY,选择,xuǎnzé,lựa chọn,我想选择。,Tôi muốn lựa chọn.,Problem Solving,,Beginner,High,verb - common verb
zh,VOCABULARY,换,huàn,đổi,我们一起换吧。,Chúng ta cùng đổi nhé.,Shopping,,Beginner,High,verb - common verb
zh,VOCABULARY,借,jiè,"mượn, cho mượn",我们一起借吧。,Chúng ta cùng mượn nhé.,Money,,Beginner,High,verb - common verb
zh,VOCABULARY,付钱,fùqián,trả tiền,我们一起付钱吧。,Chúng ta cùng trả tiền nhé.,Money,,Beginner,High,verb - common verb
zh,VOCABULARY,跳舞,tiàowǔ,nhảy múa,我们一起跳舞吧。,Chúng ta cùng nhảy múa nhé.,Daily Life,,Beginner,High,verb - common verb
zh,VOCABULARY,唱歌,chànggē,hát,你唱歌吗？,Bạn hát không?,Daily Life,,Beginner,High,verb - common verb
zh,VOCABULARY,画,huà,vẽ,我想画。,Tôi muốn vẽ.,Study,,Beginner,High,verb - common verb
zh,VOCABULARY,锻炼,duànliàn,rèn luyện,我想锻炼。,Tôi muốn rèn luyện.,Health,,Beginner,High,verb - common verb
zh,VOCABULARY,运动,yùndòng,vận động,我们一起运动吧。,Chúng ta cùng vận động nhé.,Health,,Beginner,High,verb - common verb
zh,VOCABULARY,游泳,yóuyǒng,bơi,我们一起游泳吧。,Chúng ta cùng bơi nhé.,Health,,Beginner,High,verb - common verb
zh,VOCABULARY,跑步,pǎobù,chạy bộ,我想跑步。,Tôi muốn chạy bộ.,Health,,Beginner,High,verb - common verb
